short_name,long_name,overall,nationality_name,shooting,passing,defending
D. Stec,David Stec,65,Austria,48.0,56.0,59.0
H. Shimoda,下田 北斗,65,Japan,56.0,65.0,59.0
K. Shiihashi,椎橋 慧也,65,Japan,46.0,57.0,61.0
H. Jogo,城後 寿,65,Japan,66.0,60.0,24.0
J. Latibeaudiere,Joël Latibeaudiere,65,England,37.0,51.0,65.0
T. O'Connor,Thomas James O'Connor,65,Republic of Ireland,57.0,63.0,61.0
D. Adeniran,Dennis Emmanuel Abiodun Adeniran,65,England,58.0,59.0,62.0
K. Lunding,Kasper Lunding Jakobsen,65,Denmark,54.0,59.0,29.0
A. Whiteman,Alfie Malik Whiteman,65,England,,,
M. Nicolas,Moritz Nicolas,65,Germany,,,
Léo Sena,Leonardo de Souza Sena,65,Brazil,47.0,67.0,60.0
R. Jendrusch,Robert Jendrusch,65,Germany,,,
V. Golemić,Vladimir Golemić,65,Serbia,28.0,29.0,68.0
A. Borkovic,Alexandar Borković,65,Austria,34.0,55.0,65.0
Feng Jin,冯劲,65,China PR,58.0,58.0,41.0
M. Litka,Maurice Jerome Litka,65,Germany,58.0,57.0,36.0
E. Restrepo,Edisson Restrepo Perea,65,Colombia,29.0,48.0,68.0
A. McEneff,Aaron McEneff,65,Republic of Ireland,60.0,64.0,59.0
A. May,Adam John May,65,England,61.0,61.0,59.0
D. Grétarsson,Daníel Leó Grétarsson Schmidt,65,Iceland,52.0,58.0,65.0
E. Šipović,Enes Šipović,65,Bosnia and Herzegovina,31.0,39.0,66.0
C. Trueman,Connal Trueman,65,England,,,
J. Stevens,Jack Alexander Stevens,65,England,,,
G. Jones,Gethin Wynne Jones,65,Wales,46.0,57.0,58.0
Dong Chunyu,董春雨,65,China PR,,,
Rao Weihui,饶伟辉,65,China PR,37.0,55.0,61.0
A. Çiçek,Atabey Çiçek,65,Turkey,65.0,48.0,30.0
Ronaldo Mendes,Ronaldo Cesar Mendes de Medeiros,65,Brazil,55.0,68.0,50.0
D. Telford,Dominic David Telford,65,England,66.0,48.0,25.0
D. Grimshaw,Daniel James Grimshaw,65,England,,,
M. Maigaard,Mikkel Maigaard Jakobsen,65,Denmark,59.0,65.0,54.0
D. Mitov,Dimitar Mitov,65,Bulgaria,,,
D. Sambissa,David Sambissa,65,Gabon,56.0,54.0,58.0
T. Svendsen,Tobias Hammer Svendsen,65,Norway,48.0,59.0,52.0
Y. Deichmann,Yannick Deichmann,65,Germany,59.0,62.0,57.0
Z. Elbouzedi,Zachary Elbouzedi,65,Republic of Ireland,55.0,59.0,35.0
A. Ndom,Aly Ndom,65,France,54.0,59.0,64.0
B. Stevenson,Ben Edward Stevenson,65,England,61.0,64.0,60.0
E. Kabangu,Elton Daniël Kabangu,65,Belgium,60.0,59.0,29.0
M. Omoh,Michael Junior Omoh,65,Nigeria,63.0,57.0,37.0
J. Bamert,Jan Alexandre Bamert,65,Switzerland,27.0,50.0,66.0
Bernard Alemão,Paulo Bernard Schmidt,65,Brazil,49.0,48.0,68.0
Jackson Crusso,Jackson João Crusso Mutto,65,Brazil,56.0,59.0,22.0
Camus,Sergio Camus Perojo,65,Spain,47.0,56.0,62.0
R. Broom,Ryan James Broom,65,Wales,61.0,63.0,58.0
C. Slattery,Callum Slattery,65,England,58.0,59.0,60.0
B. Colula,Bryan Colula Alarcón,65,Mexico,51.0,59.0,60.0
S. Sprangler,Sven Michael Sprangler,65,Austria,49.0,61.0,63.0
T. Ndenge,Tsiy-William Ndenge,65,Cameroon,57.0,61.0,62.0
C. McCarthy,Conor McCarthy,65,Republic of Ireland,28.0,48.0,66.0
C. Lattanzio,Carlo María Lattanzio,65,Argentina,65.0,63.0,41.0
S. Jasper,Sylvester Jasper,65,Bulgaria,58.0,59.0,39.0
L. Calapai,Luca Calapai,65,Italy,40.0,50.0,59.0
D. Chávez,Darvin Francisco Chávez Ramírez,65,Mexico,52.0,64.0,65.0
J. McCombe,Jamie McCombe,65,England,31.0,39.0,64.0
A. Smith,Alan Smith,65,England,61.0,62.0,65.0
L. Guttridge,Luke Guttridge,65,England,59.0,64.0,49.0
P. Kluge,Peer Kluge,65,Germany,51.0,61.0,62.0
J. Standfest,Joachim Standfest,65,Austria,43.0,55.0,66.0
H. Ephraim,Hogan Ephraim,65,England,59.0,64.0,39.0
A. Amelchenko,Anton Amelchenko,65,Belarus,,,
B. El Khannous,Bilal El Khannous,65,Morocco,48.0,68.0,34.0
A. Abdallah,Abdel Hakim Abdallah,65,Comoros,37.0,56.0,60.0
M. Galarza,Marcos Adrián Galarza,65,Argentina,57.0,61.0,65.0
C. Sprockel,Civard Sprockel,65,Netherlands,31.0,48.0,66.0
J. Menseguez,Juan Carlos Menseguez,65,Argentina,62.0,66.0,28.0
S. Christensen,Søren Ejlersgård Christensen,65,Denmark,62.0,65.0,42.0
A. Kwiek,Aleksander Kwiek,65,Poland,64.0,63.0,60.0
M. Baran,Martin Baran,65,Slovakia,47.0,56.0,63.0
F. Costanzo,Franco Costanzo,65,Argentina,,,
Iñigo Ros,Iñigo Ros Añón,65,Spain,51.0,64.0,54.0
M. Wiig,Martin Wiig,65,Norway,64.0,52.0,39.0
E. Mjelde,Erik Nevdal Mjelde,65,Norway,68.0,62.0,59.0
J. Easter,Jermaine Easter,65,Wales,62.0,59.0,29.0
M. Paro,Matteo Paro,65,Italy,52.0,67.0,50.0
A. Cebe,Ahmet Cebe,65,Turkey,57.0,61.0,65.0
R. Stevenson,Ryan Stevenson,65,Scotland,66.0,62.0,44.0
J. Westerberg,Jesper Westerberg,65,Sweden,43.0,59.0,63.0
P. Pergl,Pavel Pristine Pergl,65,Czech Republic,63.0,59.0,66.0
R. Colombo,Riccardo Colombo,65,Italy,51.0,58.0,60.0
F. Duclós,Francisco Elías Duclós Flores,65,Peru,31.0,44.0,65.0
H. Magallanes,Hugo Alejandro Magallanes Silveira,65,Uruguay,37.0,42.0,64.0
R. Ramos,Renato Andrés Ramos Madariaga,65,Chile,70.0,44.0,30.0
C. Saa,Carlos Alfredo Saa Posso,65,Colombia,35.0,43.0,63.0
B. Garratt,Benjamin Jack Garratt,65,England,,,
Adrián Sardinero,Adrián Sardinero Corpa,65,Spain,60.0,58.0,36.0
Foguinho,Guilherme Seefeldt Krolow,65,Brazil,49.0,60.0,56.0
D. Kovačić,Dominik Kovačić,65,Croatia,22.0,35.0,65.0
M. Ortega,Miguel René Ortega Rodríguez,65,Mexico,,,
S. Ambri,Steve Brahim Joshep Omar Ambri,65,Guinea Bissau,62.0,55.0,28.0
T. Kishimoto,岸本 武流,65,Japan,62.0,62.0,61.0
K. Yoshio,吉尾 海榎,65,Japan,64.0,63.0,44.0
L. McCormick,Luke Philip McCormick,65,England,58.0,64.0,55.0
B. Bye,Bendik Bye,65,Norway,63.0,58.0,27.0
B. Williams,Benjamin Williams,65,Wales,42.0,55.0,61.0
S. Elliott,Stephen Elliott,65,Republic of Ireland,66.0,59.0,29.0
K. Udjus,Nils Kenneth Udjus,65,Norway,,,
R. Friend,Rob Friend,65,Canada,63.0,52.0,34.0
C. Wingert,Chris Wingert,65,United States,46.0,57.0,65.0
S. Flinders,Scott Liam Flinders,65,England,,,
A. Cristiano,Andrea Cristiano,65,Italy,60.0,65.0,48.0
David González,Francisco David González Borges,65,Spain,47.0,64.0,61.0
N. Kovačević,Nenad Kovačević,65,Serbia,52.0,59.0,66.0
M. Volz,Moritz Volz,65,Germany,46.0,59.0,65.0
M. Ciaramitaro,Maurizio Ciaramitaro,65,Italy,51.0,66.0,53.0
J. Benítez,Jair Benítez Sinisterra,65,Colombia,55.0,60.0,63.0
Vasconcelos,Bernardo Lino Castro Paes Vasconcelos,65,Portugal,65.0,53.0,29.0
Ricardo,Ricardo León Brito,65,Spain,57.0,65.0,58.0
Francis,Francisco Jesús Pérez Malia,65,Spain,48.0,61.0,61.0
B. Has,Bekir Ozan Has,65,Turkey,57.0,60.0,60.0
E. González,Esteban Nicolás González,65,Argentina,55.0,67.0,67.0
Fábio Ferreira,Fábio Miguel Lourenço Ferreira,65,Portugal,58.0,55.0,24.0
A. Mijatović,Andre Mijatović,65,Croatia,44.0,42.0,65.0
T. Lisowski,Tomasz Lisowski,65,Poland,53.0,54.0,65.0
D. Haynes,Danny Haynes,65,England,64.0,54.0,29.0
M. Magiera,Mariusz Magiera,65,Poland,45.0,60.0,68.0
F. Richardson,Frazer Richardson,65,England,47.0,61.0,65.0
Cidoncha,Sergio Cidoncha Fernández,65,Spain,60.0,66.0,54.0
K. Jaliens,Kew Jaliens,65,Netherlands,38.0,54.0,64.0
M. Ferrari,Matteo Ferrari,65,Italy,43.0,58.0,65.0
E. Buddle,Edson Buddle,65,United States,63.0,53.0,35.0
L. Miller,Liam Miller,65,Republic of Ireland,56.0,67.0,46.0
N. Shorey,Nicky Shorey,65,England,51.0,70.0,68.0
A. Johansson,Adam Johansson,65,Sweden,38.0,58.0,63.0
G. McCann,Grant McCann,65,Northern Ireland,64.0,72.0,53.0
Derley,Wanderley de Jesus Sousa,65,Brazil,58.0,61.0,65.0
P. Taylor,Paul Taylor,65,England,64.0,55.0,28.0
Cabral,Adilson Tavares Varela,65,Switzerland,54.0,62.0,68.0
Tomi,Tomás Esteban Correa Miranda,65,Spain,64.0,61.0,29.0
D. Arnefjord,Daniel Arnefjord,65,Sweden,30.0,45.0,65.0
Rodrigo Folle,Rodrigo Follé Ferrazzo,65,Brazil,51.0,57.0,64.0
J. Lima,Josimar Lima,65,Cape Verde Islands,41.0,47.0,63.0
M. Antoine-Curier,Mickaël Antoine-Curier,65,France,64.0,48.0,28.0
E. Benavidez,Exequiel Emanuel Benavídez,65,Argentina,37.0,63.0,60.0
R. Despotović,Ranko Despotović,65,Serbia,63.0,47.0,32.0
G. Zeefuik,Género Zeefuik,65,Netherlands,67.0,54.0,32.0
F. Ibáñez,Francisco Javier Ibáñez Campos,65,Chile,67.0,49.0,39.0
Guilherme Biteco,Guilherme Bitencourt da Silva,65,Brazil,52.0,68.0,47.0
T. Dieng,Sony Thimotée Dieng,65,France,58.0,59.0,63.0
Romano,Romano Rodrigues,65,Brazil,61.0,64.0,62.0
E. Ellacópulos,Emiliano Nahuel Ellacópulos,65,Argentina,58.0,58.0,55.0
G. Malán,Gonzalo Daniel Malán Arenas,65,Uruguay,69.0,47.0,30.0
F. Ayaz,Ferhad Ayaz,65,Sweden,66.0,62.0,31.0
S. Barboza,Ángel Santiago Barboza Manzzi,65,Uruguay,66.0,40.0,27.0
S. Naruse,成瀬 竣平,65,Japan,41.0,53.0,60.0
R. Grădinaru,Răzvan Toni Augustin Grădinaru,65,Romania,62.0,61.0,54.0
B. Wiredu,Brendan Nana Sarpong-Wiredu,65,England,56.0,59.0,62.0
Chico,Francisco Da Costa Aragão,65,Brazil,65.0,48.0,29.0
J. Schwermann,Julian Schwermann,65,Germany,55.0,59.0,60.0
V. Ábrego,Victor Alonso Abrego Aguilera,65,Bolivia,67.0,54.0,40.0
A. Gutiérrez,Adrián Junior Gutiérrez Toledo,65,Peru,30.0,53.0,61.0
K. Sambonino,Kevin Josué Sambonino Terán,65,Ecuador,42.0,57.0,64.0
L. Cano,Luis Ángel Cano Quintana,65,Ecuador,62.0,60.0,49.0
Á. Zamudio,Ángel Gustavo Zamudio Chávez,65,Peru,,,
J. Murrugarra,Jorge Salvador Murrugarra Torres,65,Peru,51.0,59.0,61.0
F. Abastoflor,Freddy Alessandro Abastoflor Molina,65,Bolivia,64.0,59.0,26.0
M. Gómez,Gerardo Maximiliano Gómez,65,Argentina,57.0,67.0,60.0
A. Terrazas,Adalid Terrazas Abasto,65,Bolivia,64.0,60.0,60.0
T. Chunchukov,Tsvetelin Lukov Chunchukov,65,Bulgaria,61.0,50.0,37.0
I. Pereira,Ignacio Agustín Pereira González,65,Uruguay,57.0,62.0,41.0
D. Morales,Daniel Fabio Morales Quispe,65,Peru,58.0,59.0,32.0
V. Balta,Victor Julio Rodolfo Balta Mori,65,Peru,48.0,53.0,63.0
A. Rojas,Alfredo Junior Rojas Pajuelo,65,Peru,46.0,56.0,62.0
L. Villar,Leonardo Marcelo Villar Callupe,65,Peru,57.0,62.0,65.0
G. Barreto,Gerson Alexis Barreto Gamboa,65,Peru,72.0,63.0,55.0
M. Mawa,Moses Dramwi Mawa,65,Norway,62.0,54.0,32.0
M. Abubakari,Abdul Malik Abubakari,65,Ghana,63.0,48.0,27.0
Jô Santos,Joálisson Santos Oliveira,65,Brazil,63.0,60.0,28.0
A. Matos,Anthonys Gabriel Matos Rivero,65,Venezuela,27.0,43.0,65.0
K. Saab,Karin Alfredo Saab Pomonti,65,Venezuela,29.0,50.0,62.0
E. Valderrey,Ely Antonio Valderrey Medino,65,Venezuela,61.0,58.0,60.0
Ismael,Ismael Gutiérrez Montilla,65,Spain,59.0,63.0,58.0
T. Kamijima,上島 拓巳,65,Japan,29.0,46.0,65.0
A. Barboza,Edward Andrés Barboza Cubilla,65,Uruguay,40.0,52.0,68.0
R. Orihuela,Renzo Miguel Orihuela Barcos,65,Uruguay,30.0,48.0,68.0
N. Cabanillas,Nelson Jhonny Luis Cabanillas Jesús,65,Peru,61.0,64.0,50.0
K. Salvatierra,Kevin Francisco Salvatierra Flores,65,Bolivia,53.0,59.0,50.0
S. Reyes,Juan Sebastián Reyes Farrel,65,Bolivia,27.0,46.0,65.0
J. Roca,Jimmy Leandro Roca Salazar,65,Bolivia,,,
C. Vásquez,Christian James Vásquez Pérez,65,Peru,40.0,59.0,63.0
P. Goyoneche,Paulo César Goyoneche Yaranga,65,Peru,55.0,61.0,64.0
O. Añez,Óscar Añez Urachianta,65,Bolivia,53.0,56.0,59.0
A. Santanabria,Andy Santanabria,65,Paraguay,66.0,46.0,24.0
N. Delgadillo,Nicolás Delgadillo Godoy,65,Argentina,57.0,60.0,31.0
A. Scarlatache,Adrian Manuel Scarlatache,65,Romania,36.0,53.0,64.0
O. Beckles,Omar Jerome Beckles,65,Grenada,32.0,47.0,63.0
M. Palau,Marcelo José Palau Balzaretti,65,Uruguay,62.0,67.0,63.0
N. Mijušković,Nemanja Mijušković,65,Montenegro,29.0,46.0,65.0
O. Ayık,Onur Ayık,65,Turkey,57.0,61.0,33.0
L. Ovalle,Luis Carlos Ovalle Victoria,65,Panama,41.0,53.0,60.0
J. Valoyes,Jimmy Valoyes Córdoba,65,Colombia,28.0,41.0,67.0
D. Kurminowski,Dawid Kurminowski,65,Poland,62.0,47.0,25.0
T. Totland,Tomas Olai Totland,65,Norway,32.0,48.0,54.0
R. Leak,Ryan Leak,65,Wales,31.0,42.0,64.0
A. Hinestroza,Alexis Hinestroza Estacio,65,Colombia,42.0,60.0,61.0
C. Konopka,Chris Konopka,65,United States,,,
M. Chaluš,Matěj Chaluš,65,Czech Republic,32.0,38.0,67.0
T. Zajíc,Tomáš Zajíc,65,Czech Republic,64.0,43.0,21.0
R. Mendieta,Ramón Eduardo David Mendieta Alfonso,65,Paraguay,59.0,63.0,53.0
S. Plazibat,Stipe Plazibat,65,Croatia,65.0,48.0,30.0
Diego Sánchez,Diego Sánchez Pérez,65,Spain,36.0,50.0,63.0
J. Lencinas,Joaquín Adán Lencinas,65,Argentina,27.0,53.0,66.0
F. Catarozzi,Franco Catarozzi Parafita,65,Uruguay,55.0,58.0,66.0
M. Nenakhov,Maxim Nenakhov,65,Russia,43.0,55.0,62.0
Ricardinho,Ricardo Viana Filho,65,Brazil,66.0,54.0,29.0
W. Nightingale,William John Robert Nightingale,65,England,33.0,47.0,64.0
E. Galbraith,Ethan Stuart William Galbraith,65,Northern Ireland,56.0,63.0,60.0
K. Yakob,Kevin Yakob,65,Sweden,61.0,65.0,54.0
Leandro Souza,Leandro Paulo Roberto de Souza,65,Brazil,66.0,45.0,29.0
A. Pando,Andy Robert Pando García,65,Peru,63.0,49.0,28.0
B. Ali,Basem Ali,65,Egypt,45.0,64.0,43.0
M. Al Laham,Mus'ab Al Laham,65,Jordan,63.0,65.0,32.0
A. Ba,Abou-Malal Ba,65,France,38.0,56.0,64.0
N. Žigić,Nikola Žigić,65,Serbia,67.0,66.0,47.0
M. Williams,Michael Jordan Williams,65,Wales,42.0,59.0,63.0
A. Al Zaqan,Ali Al Zaqan,65,Saudi Arabia,65.0,56.0,21.0
B. Halliday,Bradley Halliday,65,England,39.0,56.0,60.0
M. Jay,Matthew William Jay,65,England,63.0,61.0,33.0
P. Burzio,Pablo César Burzio,65,Argentina,59.0,61.0,27.0
J. Tillson,Jordan Roy Tillson,65,England,45.0,57.0,62.0
F. Stritzel,Florian Stritzel,65,Germany,,,
L. Vigouroux,Lawrence Ian Vigouroux,65,Chile,,,
M. Cichocki,Mateusz Cichocki,65,Poland,30.0,47.0,65.0
M. O'Hara,Mark O'Hara,65,Scotland,61.0,63.0,63.0
M. Hanousek,Marek Hanousek,65,Czech Republic,58.0,59.0,66.0
T. Nichols,Thomas Andrew Nichols,65,England,63.0,59.0,27.0
K. Karikari,Kwame Amponsah Karikari,65,Ghana,65.0,54.0,32.0
A. Tveter,Alexander Ruud Tveter,65,Norway,68.0,59.0,33.0
Y. Wildschut,Yanic Wildschut,65,Suriname,66.0,59.0,49.0
P. Sweeney,Pierce Liam Sweeney,65,Republic of Ireland,44.0,56.0,63.0
C. Vincent,Christophe Vincent,65,France,50.0,65.0,57.0
L. Maniero,Luca Maniero,65,Italy,,,
Edu Selneira,Eduardo Estevão Selneira Moura,65,Brazil,58.0,62.0,63.0
G. Luperini,Gregorio Luperini,65,Italy,55.0,65.0,58.0
S. Nkansah,Steffen Nkansah,65,Germany,30.0,45.0,66.0
M. Stevens,Mathew Antony Stevens,65,England,64.0,49.0,22.0
S. Musiolik,Sebastian Karol Musiolik,65,Poland,61.0,48.0,25.0
R. Cundy,Robbie Cundy,65,England,26.0,40.0,65.0
A. Lajami,Ali Mohammed Ali Lajami,65,Saudi Arabia,47.0,54.0,64.0
J. Wollacott,Joseph Luke Wollacott,65,Ghana,,,
A. Karo,Andreas Karo,65,Cyprus,35.0,45.0,64.0
R. Fernandes,Rashaan Fernandes,65,Netherlands,59.0,59.0,23.0
C. Lewis,Clayton Rhys Lewis,65,New Zealand,59.0,67.0,58.0
A. Iacovitti,Alexander Iacovitti,65,Scotland,35.0,51.0,63.0
E. Kitolano,Eric Bugale Kitolano,65,Norway,63.0,60.0,50.0
A. Hayden,Aaron Edward-George Hayden,65,England,30.0,44.0,64.0
D. Harvie,Daniel William Harvie,65,Scotland,46.0,57.0,61.0
E. Baldini,Enrico Baldini,65,Italy,66.0,57.0,28.0
M. Romero,Matías Alexis Romero,65,Argentina,57.0,60.0,61.0
J. Powell,Joe James Powell,65,England,59.0,65.0,53.0
Jeong Hyun Cheol,정현철 荣炫澈,65,Korea Republic,52.0,59.0,60.0
B. Sabovic,Besard Šabović,65,Sweden,60.0,63.0,58.0
D. Schierl,Domenik Schierl,65,Austria,,,
H. Dunk,Harrison Charles Dunk,65,England,47.0,57.0,58.0
J. Beesley,Jake Elliott Beesley,65,England,63.0,48.0,44.0
M. Rzuchowski,Michał Rzuchowski,65,Poland,59.0,64.0,58.0
K. Froese,Kianz González-Froese,65,Canada,58.0,63.0,57.0
J. Ortmark,Jacob Åke Stefan Ortmark,65,Sweden,58.0,64.0,59.0
R. Castro,Rodrigo Facundo Castro,65,Argentina,65.0,61.0,36.0
M. Tounkara,Mamadou Tounkara,65,Senegal,65.0,57.0,38.0
J. Łukowski,Jakub Łukowski,65,Poland,61.0,60.0,35.0
S. Tanser,Scott Tanser,65,England,56.0,62.0,58.0
R. Celia,Raffaele Celia,65,Italy,37.0,57.0,62.0
Y. Kaabouni,Younès Kaabouni,65,France,52.0,63.0,57.0
M. Hamzi,Mansour Hamzi,65,Saudi Arabia,59.0,55.0,44.0
R. Berlinski,Ron Berlinski,65,Germany,64.0,56.0,31.0
M. Sulbarán,Manuel Sulbarán,65,Venezuela,52.0,60.0,40.0
L. Riascos,Léider Andrés Riascos Suárez,65,Colombia,31.0,49.0,60.0
Y. Bahassa,Yassine Bahassa,65,France,60.0,62.0,21.0
V. Lunddal,Valgeir Lunddal Friðriksson,65,Iceland,31.0,48.0,62.0
A. Sieb,Armindo Sieb,65,Germany,63.0,52.0,26.0
C. Offor,Chinonso Offor Nnamdi,65,Nigeria,60.0,50.0,33.0
Carlo Adriano,Carlo Adriano García Prades,65,Spain,60.0,64.0,52.0
C. Doyle,Callum Doyle,65,England,28.0,59.0,64.0
Alberto,Alberto Rodríguez Martín,65,Spain,35.0,48.0,66.0
O. Aydın,Oğuz Aydın,65,Turkey,64.0,57.0,31.0
Pablo Felipe,Pablo Felipe Pereira de Jesus,65,Brazil,66.0,49.0,29.0
J. McAtee,James McAtee,65,England,61.0,62.0,40.0
F. Bianchi,Flavio Bianchi,65,Italy,67.0,48.0,27.0
M. Moreira,Maximiliano Moreira,65,Uruguay,40.0,57.0,61.0
I. Said,Ibrahim Said,65,Nigeria,55.0,56.0,24.0
K. Karataş,Kazımcan Karataş,65,Turkey,57.0,59.0,59.0
K. Schmidt,Kenneth Schmidt,65,Germany,26.0,49.0,65.0
E. Leopold,Enzo Leopold,65,Germany,52.0,63.0,51.0
M. Hansen,Mads Hansen,65,Denmark,67.0,56.0,41.0
J. Niehues,Julian Niehues,65,Germany,54.0,55.0,64.0
V. Sapina,Vinko Sapina,65,Germany,45.0,59.0,61.0
F. Agüero,Facundo Agüero,65,Argentina,28.0,34.0,66.0
R. Fernández,Roberto Nicolás Fernández Fagúndez,65,Uruguay,62.0,60.0,62.0
J. Quintero,Jesús Alejandro Quintero,65,Venezuela,30.0,44.0,64.0
C. Barron,Connor Barron,65,Scotland,57.0,64.0,60.0
L. Egloff,Lilian Niclas Egloff,65,Germany,56.0,63.0,41.0
D. Fleitas,David Manuel Fleitas Montiel,65,Paraguay,65.0,54.0,21.0
A. Araque,Armando José Araque Peña,65,Venezuela,69.0,56.0,22.0
H. Nicolussi Caviglia,Hans Nicolussi Caviglia,65,Italy,53.0,65.0,53.0
N. Hernández,Nelson Antonio Hernández Bellorín,65,Venezuela,48.0,61.0,60.0
L. Clarkson,Leighton Clarkson,65,England,63.0,65.0,55.0
T. Monyane,Thabiso James Monyane,65,South Africa,59.0,63.0,57.0
G. Comas,Jorge Gastón Comas,65,Argentina,59.0,64.0,56.0
Kaique Rocha,Kaique Rocha Lima,65,Brazil,42.0,52.0,65.0
D. Oancea,Dorinel Gabriel Oancea,65,Romania,43.0,58.0,59.0
Weverson,Weverson Moreira da Costa,65,Brazil,40.0,58.0,60.0
E. Emegha,Emanuel Emegha,65,Netherlands,62.0,51.0,29.0
B. Hollerbach,Benedict Hollerbach,65,Germany,64.0,56.0,27.0
E. Penilla,Edison José Penilla Herrera,65,Venezuela,26.0,42.0,65.0
D. Mikić,Daniel Mikić,65,Germany,26.0,42.0,65.0
I. Määttä,Isak Dybvik Määttä,65,Norway,52.0,57.0,57.0
C. Viet,Christian Viet,65,Germany,40.0,60.0,59.0
A. Sylla,Abdoulaye Sylla,65,Guinea,31.0,52.0,66.0
S. Tanaka,田中 聡,65,Japan,58.0,60.0,64.0
Kike Salas,Enrique Jesús Salas Valiente,65,Spain,24.0,40.0,65.0
João Neves,João Pedro Gonçalves Neves,65,Portugal,48.0,66.0,57.0
L. Arce,Lucas Arce,65,Argentina,37.0,58.0,58.0
M. Suchomel,Martin Suchomel,65,Czech Republic,38.0,52.0,62.0
G. Vidović,Gabriel Vidović,65,Croatia,62.0,57.0,21.0
Ó. Segura,Óscar Segura,65,Colombia,46.0,61.0,52.0
B. Mansilla,Brian Mansilla,65,Uruguay,61.0,60.0,47.0
M. Seoane,Mateo Seoane,65,Argentina,46.0,64.0,61.0
D. Afriyie,Daniel Afriyie,65,Ghana,56.0,55.0,36.0
B. Ortega,Bryant Ortega,65,Venezuela,61.0,63.0,35.0
N. Bonfanti,Nicholas Bonfanti,65,Italy,66.0,42.0,24.0
O. Moxon,Owen Moxon,65,England,57.0,63.0,61.0
K. Doumbia,Kamory Doumbia,65,Mali,57.0,64.0,57.0
Dani Tasende,Daniel Esmorís Tasende,65,Spain,46.0,66.0,61.0
Murilo,Murilo Henrique de Araujo Santos,65,Brazil,58.0,61.0,53.0
V. Eriksson,Victor Eriksson,65,Sweden,36.0,49.0,64.0
L. Annese,Luis Annese,65,Venezuela,69.0,55.0,27.0
A. Obert,Adam Obert,65,Slovakia,36.0,49.0,66.0
I. Rodríguez,Ignacio Rodríguez,65,Uruguay,28.0,30.0,67.0
M. Angulo,Marco Antonio Angulo,65,Ecuador,51.0,63.0,60.0
J. De Los Santos,Juan Cruz De Los Santos,65,Uruguay,62.0,54.0,35.0
Altimira,Adrià Altimira Reynaldos,65,Spain,42.0,60.0,61.0
E. Larrosa,Enzo Larrosa,65,Uruguay,65.0,51.0,23.0
Serginho,Sérgio Pereira Andrade,65,Portugal,53.0,60.0,24.0
Jonny Arriba,Jonathan Arriba Monroy,65,Spain,61.0,64.0,54.0
L. Diack,Lamine Diack,65,Senegal,59.0,60.0,63.0
L. Kapinga,Lesedi Kapinga,65,South Africa,60.0,55.0,17.0
Luis Bilbao,Luis Bilbao Arechaga,65,Spain,59.0,61.0,20.0
R. Lewis,Rico Lewis,65,England,42.0,56.0,61.0
N. Kristof,Nicolas Kristof,65,Austria,,,
M. Neubauer,Maurice Neubauer,65,Germany,32.0,58.0,60.0
R. Fellhauer,Robin Fellhauer,65,Germany,43.0,58.0,57.0
M. Feil,Manuel Feil,65,Germany,59.0,61.0,33.0
Arana,Juan Carlos Arana Gómez,65,Spain,67.0,54.0,33.0
Iker Álvarez,Iker Álvarez de Eulate,65,Andorra,,,
N. Miroshi Dismas,Novatus Miroshi Dismas,65,Tanzania,39.0,61.0,62.0
D. Elfadli,Daniel Elfadli,65,Libya,49.0,57.0,67.0
R. Schifferl,Raphael Schifferl,65,Austria,31.0,47.0,65.0
T. Lauritsen,Tobias Lauritsen,65,Norway,64.0,51.0,41.0
Marcos Serrato,Marcos Vinicius Serrato,65,Brazil,47.0,65.0,61.0
P. O'Connor,Padhraic John O'Connor,65,Republic of Ireland,25.0,40.0,63.0
M. Egbo,Mandela Chinweizu Egbo,65,England,40.0,58.0,58.0
M. Funk,Marius Funk,65,Germany,,,
H. Martínez,Homer Enrique Martínez Yepez,65,Colombia,33.0,51.0,65.0
J. Wright,Joe Wright,65,Wales,34.0,51.0,65.0
R. Poole,Regan Leslie Poole,65,Wales,32.0,55.0,63.0
D. Gómez,Darwin de Jesús Gómez Rivas,65,Venezuela,57.0,58.0,31.0
H. Lewis,Harry Lewis,65,England,,,
J. Nouble,Joel Jonathan Nouble,65,England,61.0,58.0,29.0
Emilio Bernad,Emilio Bernard Sánchez,65,Spain,,,
C. Forino,Chris Forino-Joseph,65,England,24.0,39.0,64.0
A. Abqar,Abdelkabir Abqar,65,Morocco,31.0,46.0,66.0
N. Guinness-Walker,Nesta Guinness-Walker,65,England,36.0,59.0,57.0
C. Grameni,Constantin Grameni,65,Romania,60.0,61.0,60.0
D. Bettella,Davide Bettella,65,Italy,35.0,47.0,67.0
Vilanova,Adrià Vilanova Chaure,65,Spain,32.0,47.0,65.0
Zé Ricardo,José Ricardo Avelar,65,Brazil,37.0,57.0,60.0
F. Ravaglia,Federico Ravaglia,65,Italy,,,
H. Çiftçi,Hikmet Çiftçi,65,Turkey,52.0,62.0,56.0
Daniel Rebollo,Daniel Rebollo Franco,65,Spain,,,
A. Lyons,Andrew Lyons,65,Republic of Ireland,56.0,58.0,61.0
J. Diamond,Jack Tyler Diamond,65,England,59.0,55.0,34.0
M. Rogov,Maksim Rogov,65,Russia,65.0,63.0,32.0
S. Osigwe,Sebastian Ogenna Osigwe,65,Nigeria,,,
Arribas,Sergio Arribas Calvo,65,Spain,53.0,56.0,33.0
